	table_id	hypothesis	label	strategies	table_rows
892	T709A	Crack-Up is a music album recorded and released over a two-year period.	C	100000.0	['Recorded', 'Released']
893	T709A	Crack-Up is an indie rock album released in 1998.	C	100000.0	['Genre', 'Released']
894	T709A	Crack-Up produced by David Prater was originally inspired by Cracked magazine.	N	1000.0	['Producer']
895	T709A	Crack-Up released on July 26, 1998 is studio album by the band Fleet Foxes.	N	1000.0	[]
896	T709A	Crack-Up took roughly half a year to finish recording.	C	100000.0	['Recorded']
897	T709A	Crack-Up was primarily recorded in New York.	E	110000.0	['Studio']
898	T709A	Crack-Up was produced by David Prater and recorded in 1895.	E	100000.0	['Recorded']
899	T709A	David Prater produces music only at Electric Lady studios.	N	1000.0	['Producer']
900	T709B	Crack-Up has recorded at several studios only on the west coast.	E	110000.0	['Studio']
901	T709B	Crack-Up is a music album recorded and released over a four-year period.	C	110000.0	['Recorded', 'Released']
902	T709B	Crack-Up is an indie rock album released in 1999.	C	110000.0	['Released']
903	T709B	Crack-Up is studio album by the band Fleet Foxes and produced by Robin Pecknold.	N	1000.0	['Producer']
904	T709B	Crack-Up released in 1998 was originally inspired by Cracked magazine.	N	1000.0	['Released']
905	T709B	Crack-Up took roughly half a year to finish recording.	C	100000.0	['Recorded']
906	T709B	Crack-Up was primarily recorded in Washington state.	E	100000.0	[]
907	T709B	Crack-Up was produced by Linkin Park and released in 1998.	E	110000.0	['Producer', 'Released']
908	T709B	Robin Pecknold and Linkin Park produced music only at Electric Lady studios.	N	1000.0	['Producer']
909	T709C	Crack-Up took roughly half a year to finish recording.	C	100000.0	['Recorded']
910	T709C	Crack-Up was produced by Nick Sansano and is of length 17:15	E	110000.0	['Length', 'Producer']
911	T709C	Robin Pecknold produces music only at Warner Bros. - First National Pictures	N	100.0	['Studio']
912	T709C	Crack-Up is an soft rock album released in 2017.	C	110000.0	['Genre', 'Released']
913	T709C	Crack-Up is a 2016 studio album by the band Fleet Foxes.	N	1000.0	['Released']
914	T709C	Crack-Up made in Electric Lady (NY, NY) was originally inspired by Cracked magazine.	N	1000.0	['Studio']
915	T709C	Crack-Up is a music album recorded and released over a fifteen-year period.	C	110000.0	['Recorded', 'Released']
916	T709C	Crack-Up has recorded at several studios on both the east coast and west coast.	E	0.0	[]
917	T709C	Crack-Up was primarily recorded in Washington and New York state.	E	110000.0	['Studio']
918	T535A	Crisis on Infinite Earths is an old American comic book series from the 80s.	C	100000.0	[]
919	T535A	Crisis on Infinite Earths celebrates its 25th year anniversary since publication.	E	100000.0	['Publication date']
920	T535A	The ongoing comic series Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	1000.0	[]
921	T535A	Crisis on Infinite Earth's has character like Jesse, Mike Posey, etc.	E	10000.0	['Main character(s)']
922	T535A	The ongoing comic Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	1000.0	[]
923	T535A	Crisis on Infinite Earth was a Marvel comic that ran monthly since 1996.	C	100000.0	['Publication date', 'Schedule', 'Publisher', 'Format']
924	T535A	Crisis on Infinite Earths was a comic series first released in 1996.	E	10000.0	['Publication date', 'Format']
925	T535A	DC Comics were first approached to publish Crisis on Infinite Earths.	N	10.0	[]
926	T535A	The first issue of Crisis on Infinite Earths was released in 1995.	C	10000.0	['Publication date']
927	T535B	Crisis on Infinite Earths was stopped before it's first anniversary.	E	100.0	['Publication date', 'No. of issues']
928	T535B	The monthly comic Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	1000.0	[]
929	T535B	Crisis on Infinite Earths is an old American comic book series from the 2000s, published by DC comics.	C	100000.0	['Publisher', 'Publication date']
930	T535B	Crisis on Infinite Earth's is story about two brothers Gary and  Boston Brand  and their adventures.	N	10.0	[]
931	T535B	Crisis on Infinite Earths was a limited series comic book with 6 issues.	E	10.0	['Format', 'No. of issues']
932	T535B	Crisis on Infinite Earth was a Dark Horse Comics that ran monthly for about a year in the 2006.	C	100000.0	['Publication date', 'No. of issues']
933	T535B	Crisis on Infinite Earths was a comic series with 6 issues starring Eclipso.	E	100.0	['Main character(s)', 'No. of issues']
934	T535B	Dark Horse Comics ended Crisis on Infinite Earths as it was sued by DC comics.	N	100.0	[]
935	T535B	The first issue of Crisis on Infinite Earths was released in February 2007	C	10000.0	['Publication date']
936	T745A	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	N	10000.0	[]
937	T745A	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	C	100000.0	['Dates']
938	T745A	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had more than 50 competitors.	C	100000.0	[]
939	T745A	The Men's 50 kilometre freestyle was the first event Michael Phelps won a silver medal in.	N	100.0	[]
940	T745A	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time just over 2 hours.	E	100000.0	['Winning time']
941	T745A	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under three hours.	E	110000.0	['Winning time']
942	T745A	The men's 50 kilometre freestyle at the XXII Olympic Winter Games held in August was very cold.	N	1000.0	['Dates']
943	T745A	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a charity event.	C	100.0	[]
944	T745A	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing event which had participants from 13 countries	E	10.0	['Competitors']
945	T745B	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	C	100000.0	['Dates']
946	T745B	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time less than 2 hours.	E	10000.0	['Winning time']
947	T745B	The Men's 50 kilometre freestyle was the first event Michael Phelps participated in.	N	100.0	[]
948	T745B	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was not completed in under an hour.	E	10000.0	['Winning time']
949	T745B	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was very rainy.	N	100.0	[]
950	T745B	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had less than 50 competitors.	C	110000.0	['Competitors']
951	T745B	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in Antarctica.	N	100.0	[]
952	T745B	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was a cross-country skiing with 313 participants.	E	10.0	['Competitors']
953	T745B	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was not an sporting event.	C	10000.0	[]
954	T1311A	Royal Society of Edinburgh has over 1600 fellow members.	C	100000.0	['Members']
955	T1311A	The Royal Society of Edinburgh has more founders than focuses.	E	100000.0	['Focus', 'Founder']
956	T1311A	The Royal Society of Edinburgh's owned  by Mr and Mrs. Hislop has it's motto is in Latin.	N	1000.0	['Owner']
957	T1311A	Royal Society of Edinburgh was formed with focus on law.	E	10.0	['Focus']
958	T1311A	Royal Society of Edinburgh relies on hundreds of donations.	N	100.0	[]
959	T1311A	Royal Society of Edinburgh has focus only on Law	E	110000.0	['Focus']
960	T1311A	Royal Society of Edinburgh is a Canadian charity.	C	110000.0	['Location']
961	T1311A	Michael M. Crow is the only president of Royal Society of Edinburgh who is a lawyer.	N	1000.0	['President']
962	T1311A	The Royal Society of Edinburgh has its origins in 1910 and is found in Scotland.	C	110000.0	['Established', 'Location']
963	T1311B	Royal Society of Edinburgh has over 1600 fellow members.	C	100000.0	['Members']
964	T1311B	The Royal Society of Edinburgh's motto is good.	N	100.0	['Motto']
965	T1311B	The Royal Society of Edinburgh has more focuses than founders .	E	110000.0	['Focus', 'Founder']
966	T1311B	Royal Society of Edinburgh's motto is TRAVAIL ET PROGRES  - ARBEID EN VOORUITGANG.	E	10.0	['Motto']
967	T1311B	Royal Society of Edinburgh relies on the slums of Mumbai for existence	N	100.0	['Headquarters']
968	T1311B	Royal Society of Edinburgh is a British for-profit organization.	C	100.0	[]
969	T1311B	The Royal Society of Edinburgh has its origins in 1737 and is found in Mumbai.	C	110000.0	['Established', 'Headquarters']
970	T1311B	Royal Society of Edinburgh has focus on multiple domains	E	100.0	['Focus']
971	T1311B	Bambang Soesatyo  born in 1933 is the president of Royal Society of Edinburgh.	N	1100.0	['President']
972	T1311C	The Royal Society of Edinburgh has its origings in 1737 and is found in Scotland.	C	100000.0	['Established', 'Location']
973	T1311C	The Royal Society of Edinburgh's motto is complicated.	N	100.0	['Motto']
974	T1311C	The Royal Society of Edinburgh has same number of founders and focuses.	E	110000.0	['Founder', 'Focus']
975	T1311C	Royal Society of Edinburgh has a budget of £5.9 million	E	10.0	['Budget']
976	T1311C	Royal Society of Edinburgh relies on its website for enrollment.	N	100.0	[]
977	T1311C	Royal Society of Edinburgh is a sports company.	C	100.0	[]
978	T1311C	Royal Society of Edinburgh has 34 staff members.	C	10.0	['Staff']
979	T1311C	Royal Society of Edinburgh has doesn't focus on Science and technology.	E	110000.0	['Focus']
980	T1311C	John E. Thrasher is the only president of Royal Society of Edinburgh who helped increase it's funding.	N	100.0	['President']
981	T458A	Contract bridge is purely luck based.	E	100000.0	['Random chance', 'Skills required']
982	T458A	4 players divide the French deck of 52 amongst themselves.	N	1000.0	['Cards', 'Deck']
983	T458A	Bridge is not a trick-taking game.	C	10000.0	['Type']
984	T458A	The game Contract bridge uses the Ace card.	E	10000.0	['Card rank (highest first)', 'Cards']
985	T458A	Rowie has been professionally played.	N	1000.0	['Alternative names']
986	T458A	The game Contract bridge is often played by a pair of people.	C	110000.0	['Players']
987	T458A	None of the 6 players use any skills.	E	110000.0	['Players', 'Skills required']
988	T458A	Contract bridge is a multi-player contact sport.	C	10000.0	['Type', 'Cards']
989	T458A	Contract bridge was first played in France.	N	10.0	['Deck']
990	T458B	Each of the players use the same skills.	E	110000.0	['Players', 'Skills required']
991	T458B	One player gets more cards than the other.	N	10.0	[]
992	T458B	Bridge is a matchmaking game.	C	10000.0	['Type']
993	T458B	The game Contract bridge uses the face cards.	E	10000.0	['Card rank (highest first)']
994	T458B	The game Contract bridge has never been professionally played.	N	100.0	[]
995	T458B	The game Contract bridge is often played in a group of 4-5 people.	C	100000.0	['Players']
996	T458B	Contract bridge is purely strategy based.	E	10000.0	['Random chance', 'Skills required']
997	T458B	The first game of Contract bridge was played in 1912.	N	10.0	[]
998	T458B	Contract bridge is a multi-player athletic sport.	C	10000.0	['Cards', 'Type']
999	T458C	Each of the 4 players use the same skills.	E	10000.0	['Players', 'Skills required']
1000	T458C	4 players divide half of the deck of 52 amongst themselves.	N	100.0	[]
1001	T458C	Bridge is a shedding game.	C	10000.0	['Type']
1002	T458C	The game Contract bridge uses the number cards.	E	10000.0	['Card rank (highest first)']
1003	T458C	The game Bortsch has been professionally played.	N	1000.0	['Alternative names']
1004	T458C	The game Contract bridge is never played by a group of people.	C	10000.0	['Players']
1005	T458C	Contract bridge is purely skill based.	E	10000.0	['Random chance', 'Skills required']
1006	T458C	Contract bridge can only be played by players over the age of 25.	N	10.0	[]
1007	T458C	Contract bridge is not a multi-player card game.	C	10000.0	['Cards', 'Type']
